Treatment,Temperature,CHX,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count
46C_CHX,46C,CHX,BioRep1,3,10,0
46C_CHX,46C,CHX,BioRep1,3,11,0
46C_CHX,46C,CHX,BioRep1,3,12,0
46C_CHX,46C,CHX,BioRep1,3,13,1
46C_CHX,46C,CHX,BioRep1,3,14,0
46C_CHX,46C,CHX,BioRep1,3,15,0
46C_CHX,46C,CHX,BioRep1,3,16,0
46C_CHX,46C,CHX,BioRep1,3,17,0
46C_CHX,46C,CHX,BioRep1,3,18,0
46C_CHX,46C,CHX,BioRep1,4,1,0
46C_CHX,46C,CHX,BioRep1,4,2,0
46C_CHX,46C,CHX,BioRep1,4,3,1
46C_CHX,46C,CHX,BioRep1,4,4,0
46C_CHX,46C,CHX,BioRep1,4,5,2
46C_CHX,46C,CHX,BioRep1,4,6,0
46C_CHX,46C,CHX,BioRep1,4,7,0
46C_CHX,46C,CHX,BioRep1,4,8,0
46C_CHX,46C,CHX,BioRep1,4,9,0
46C_CHX,46C,CHX,BioRep1,4,10,0
46C_CHX,46C,CHX,BioRep1,4,11,3
46C_CHX,46C,CHX,BioRep1,4,12,3
46C_CHX,46C,CHX,BioRep1,4,13,3
46C_CHX,46C,CHX,BioRep1,4,14,1
46C_CHX,46C,CHX,BioRep1,4,15,0
46C_CHX,46C,CHX,BioRep1,4,16,1
46C_CHX,46C,CHX,BioRep1,4,17,3
46C_CHX,46C,CHX,BioRep1,4,18,1
46C_CHX,46C,CHX,BioRep1,4,19,0
46C_CHX,46C,CHX,BioRep1,4,20,0
46C_CHX,46C,CHX,BioRep1,4,21,0
46C_CHX,46C,CHX,BioRep1,5,1,0
46C_CHX,46C,CHX,BioRep1,5,2,0
46C_CHX,46C,CHX,BioRep1,5,3,0
46C_CHX,46C,CHX,BioRep1,5,4,1
46C_CHX,46C,CHX,BioRep1,5,5,1
46C_CHX,46C,CHX,BioRep1,5,6,0
46C_CHX,46C,CHX,BioRep1,5,7,4
46C_CHX,46C,CHX,BioRep1,5,8,0
46C_CHX,46C,CHX,BioRep1,5,9,2
46C_CHX,46C,CHX,BioRep1,5,10,0
46C_CHX,46C,CHX,BioRep1,5,11,0
46C_CHX,46C,CHX,BioRep1,5,12,1
46C_CHX,46C,CHX,BioRep1,5,13,0
46C_CHX,46C,CHX,BioRep1,5,14,0
46C_CHX,46C,CHX,BioRep1,5,15,0
46C_CHX,46C,CHX,BioRep1,5,16,0
46C_CHX,46C,CHX,BioRep1,5,17,0
46C_CHX,46C,CHX,BioRep1,6,1,0
46C_CHX,46C,CHX,BioRep1,6,2,0
46C_CHX,46C,CHX,BioRep1,6,3,0
46C_CHX,46C,CHX,BioRep1,6,4,0
46C_CHX,46C,CHX,BioRep1,6,5,0
46C_CHX,46C,CHX,BioRep1,6,6,0
46C_CHX,46C,CHX,BioRep1,6,7,0
46C_CHX,46C,CHX,BioRep1,6,8,0
46C_CHX,46C,CHX,BioRep1,6,9,0
46C_CHX,46C,CHX,BioRep1,6,10,0
46C_CHX,46C,CHX,BioRep1,6,11,0
46C_CHX,46C,CHX,BioRep1,6,12,0
46C_CHX,46C,CHX,BioRep1,6,13,0
46C_CHX,46C,CHX,BioRep1,6,14,0
46C_CHX,46C,CHX,BioRep1,6,15,0
46C_CHX,46C,CHX,BioRep1,6,16,0
46C_CHX,46C,CHX,BioRep1,6,17,0
46C_CHX,46C,CHX,BioRep1,6,18,0
46C_CHX,46C,CHX,BioRep1,6,19,0
46C_CHX,46C,CHX,BioRep1,6,20,0
46C_CHX,46C,CHX,BioRep1,6,21,0
46C_CHX,46C,CHX,BioRep1,6,22,0
46C_CHX,46C,CHX,BioRep1,6,23,0
46C_CHX,46C,CHX,BioRep1,6,24,0
46C_CHX,46C,CHX,BioRep1,6,25,0
46C_CHX,46C,CHX,BioRep1,6,26,0
46C_CHX,46C,CHX,BioRep1,7,1,0
46C_CHX,46C,CHX,BioRep1,7,2,0
46C_CHX,46C,CHX,BioRep1,7,3,0
46C_CHX,46C,CHX,BioRep1,7,4,0
46C_CHX,46C,CHX,BioRep1,7,5,0
46C_CHX,46C,CHX,BioRep1,7,6,0
46C_CHX,46C,CHX,BioRep1,7,7,0
46C_CHX,46C,CHX,BioRep1,7,8,0
46C_CHX,46C,CHX,BioRep1,7,9,0
46C_CHX,46C,CHX,BioRep1,7,10,0
46C_CHX,46C,CHX,BioRep1,7,11,0
46C_CHX,46C,CHX,BioRep1,7,12,0
46C_CHX,46C,CHX,BioRep1,7,13,0
46C_CHX,46C,CHX,BioRep1,7,14,0
46C_CHX,46C,CHX,BioRep1,7,15,0
46C_CHX,46C,CHX,BioRep1,7,16,0
46C_CHX,46C,CHX,BioRep1,7,17,0
46C_CHX,46C,CHX,BioRep1,7,18,0
46C_CHX,46C,CHX,BioRep1,7,19,0
46C_CHX,46C,CHX,BioRep1,7,20,0
46C_CHX,46C,CHX,BioRep1,7,21,0
46C_CHX,46C,CHX,BioRep1,7,22,0
46C_CHX,46C,CHX,BioRep1,7,23,0
46C_CHX,46C,CHX,BioRep1,8,1,0
46C_CHX,46C,CHX,BioRep1,8,2,0
46C_CHX,46C,CHX,BioRep1,8,3,0
46C_CHX,46C,CHX,BioRep1,8,4,0
46C_CHX,46C,CHX,BioRep1,8,5,0
46C_CHX,46C,CHX,BioRep1,8,6,0
46C_CHX,46C,CHX,BioRep1,8,7,0
46C_CHX,46C,CHX,BioRep1,8,8,0
46C_CHX,46C,CHX,BioRep1,8,9,0
46C_CHX,46C,CHX,BioRep1,8,10,0
46C_CHX,46C,CHX,BioRep1,8,11,0
46C_CHX,46C,CHX,BioRep1,8,12,0
46C_CHX,46C,CHX,BioRep1,8,13,0
46C_CHX,46C,CHX,BioRep1,8,14,0
46C_CHX,46C,CHX,BioRep1,8,15,0
46C_CHX,46C,CHX,BioRep1,8,16,0
46C_CHX,46C,CHX,BioRep1,8,17,0
46C_CHX,46C,CHX,BioRep1,8,18,0
46C_CHX,46C,CHX,BioRep1,8,19,0
46C_CHX,46C,CHX,BioRep1,8,20,0
46C_CHX,46C,CHX,BioRep1,8,21,0
46C_CHX,46C,CHX,BioRep1,8,22,0
46C_CHX,46C,CHX,BioRep1,8,23,0
46C_CHX,46C,CHX,BioRep1,8,24,0
46C_CHX,46C,CHX,BioRep1,8,25,0
46C_CHX,46C,CHX,BioRep1,8,26,0
46C_CHX,46C,CHX,BioRep1,8,27,0
46C_CHX,46C,CHX,BioRep1,8,28,0
46C_CHX,46C,CHX,BioRep1,8,29,0
46C_CHX,46C,CHX,BioRep1,8,30,0
46C_CHX,46C,CHX,BioRep1,8,31,0
46C_CHX,46C,CHX,BioRep1,8,32,0
46C_CHX,46C,CHX,BioRep1,9,1,0
46C_CHX,46C,CHX,BioRep1,9,2,0
46C_CHX,46C,CHX,BioRep1,9,3,0
46C_CHX,46C,CHX,BioRep1,9,4,3
46C_CHX,46C,CHX,BioRep1,9,5,0
46C_CHX,46C,CHX,BioRep1,9,6,0
46C_CHX,46C,CHX,BioRep1,9,7,3
46C_CHX,46C,CHX,BioRep1,9,8,0
46C_CHX,46C,CHX,BioRep1,9,9,0
46C_CHX,46C,CHX,BioRep1,9,10,0
46C_CHX,46C,CHX,BioRep1,9,11,0
46C_CHX,46C,CHX,BioRep1,9,12,0
46C_CHX,46C,CHX,BioRep1,9,13,0
46C_CHX,46C,CHX,BioRep1,9,14,0
46C_CHX,46C,CHX,BioRep1,9,15,0
46C_CHX,46C,CHX,BioRep1,9,16,0
46C_CHX,46C,CHX,BioRep1,9,17,0
46C_CHX,46C,CHX,BioRep1,9,18,0
46C_CHX,46C,CHX,BioRep1,9,19,0
46C_CHX,46C,CHX,BioRep1,10,1,0
46C_CHX,46C,CHX,BioRep1,10,2,0
46C_CHX,46C,CHX,BioRep1,10,3,0
46C_CHX,46C,CHX,BioRep1,10,4,0
46C_CHX,46C,CHX,BioRep1,10,5,0
46C_CHX,46C,CHX,BioRep1,10,6,0
46C_CHX,46C,CHX,BioRep1,10,7,0
46C_CHX,46C,CHX,BioRep1,10,8,0
46C_CHX,46C,CHX,BioRep1,10,9,0
46C_CHX,46C,CHX,BioRep1,10,10,0
46C_CHX,46C,CHX,BioRep1,10,11,0
46C_CHX,46C,CHX,BioRep1,10,12,0
46C_CHX,46C,CHX,BioRep1,10,13,0
46C_CHX,46C,CHX,BioRep1,10,14,0
46C_CHX,46C,CHX,BioRep1,10,15,0
46C_CHX,46C,CHX,BioRep1,10,16,0
46C_CHX,46C,CHX,BioRep1,10,17,0
46C_CHX,46C,CHX,BioRep1,10,18,0
46C_CHX,46C,CHX,BioRep1,10,19,0
46C_CHX,46C,CHX,BioRep1,10,20,0
46C_CHX,46C,CHX,BioRep1,10,21,0
46C_CHX,46C,CHX,BioRep1,10,22,0
46C_CHX,46C,CHX,BioRep1,10,23,0
46C_CHX,46C,CHX,BioRep1,10,24,0
46C_CHX,46C,CHX,BioRep1,10,25,0
46C_CHX,46C,CHX,BioRep1,11,1,0
46C_CHX,46C,CHX,BioRep1,11,2,0
46C_CHX,46C,CHX,BioRep1,11,3,0
46C_CHX,46C,CHX,BioRep1,11,4,0
46C_CHX,46C,CHX,BioRep1,11,5,0
46C_CHX,46C,CHX,BioRep1,11,6,0
46C_CHX,46C,CHX,BioRep1,11,7,0
46C_CHX,46C,CHX,BioRep1,11,8,0
46C_CHX,46C,CHX,BioRep1,11,9,0
46C_CHX,46C,CHX,BioRep1,11,10,0
46C_CHX,46C,CHX,BioRep1,11,11,0
46C_CHX,46C,CHX,BioRep1,11,12,0
46C_CHX,46C,CHX,BioRep1,11,13,0
46C_CHX,46C,CHX,BioRep1,11,14,0
46C_CHX,46C,CHX,BioRep1,11,15,0
46C_CHX,46C,CHX,BioRep1,11,16,0
46C_CHX,46C,CHX,BioRep1,11,17,0
46C_CHX,46C,CHX,BioRep1,11,18,0
46C_CHX,46C,CHX,BioRep1,11,19,0
46C_CHX,46C,CHX,BioRep1,12,1,0
46C_CHX,46C,CHX,BioRep1,12,2,0
46C_CHX,46C,CHX,BioRep1,12,3,0
46C_CHX,46C,CHX,BioRep1,12,4,0
46C_CHX,46C,CHX,BioRep1,12,5,0
46C_CHX,46C,CHX,BioRep1,12,6,0
46C_CHX,46C,CHX,BioRep1,12,7,0
46C_CHX,46C,CHX,BioRep1,12,8,0
46C_CHX,46C,CHX,BioRep1,12,9,0
46C_CHX,46C,CHX,BioRep1,12,10,0
46C_CHX,46C,CHX,BioRep1,12,11,0
46C_CHX,46C,CHX,BioRep1,12,12,0
46C_CHX,46C,CHX,BioRep1,12,13,0
46C_CHX,46C,CHX,BioRep1,12,14,0
46C_CHX,46C,CHX,BioRep1,12,15,0
46C_CHX,46C,CHX,BioRep1,12,16,0
46C_CHX,46C,CHX,BioRep1,12,17,0
46C_CHX,46C,CHX,BioRep1,12,18,0
46C_CHX,46C,CHX,BioRep1,12,19,0
46C_CHX,46C,CHX,BioRep1,12,20,0
46C_CHX,46C,CHX,BioRep1,12,21,0
46C_CHX,46C,CHX,BioRep1,12,22,0
46C_CHX,46C,CHX,BioRep1,12,23,0
46C_CHX,46C,CHX,BioRep1,13,1,0
46C_CHX,46C,CHX,BioRep1,13,2,0
46C_CHX,46C,CHX,BioRep1,13,3,0
46C_CHX,46C,CHX,BioRep1,13,4,0
46C_CHX,46C,CHX,BioRep1,13,5,0
46C_CHX,46C,CHX,BioRep1,13,6,0
46C_CHX,46C,CHX,BioRep1,13,7,0
46C_CHX,46C,CHX,BioRep1,13,8,0
46C_CHX,46C,CHX,BioRep1,13,9,0
46C_CHX,46C,CHX,BioRep1,13,10,0
46C_CHX,46C,CHX,BioRep1,13,11,0
46C_CHX,46C,CHX,BioRep1,13,12,0
46C_CHX,46C,CHX,BioRep1,13,13,0
46C_CHX,46C,CHX,BioRep1,13,14,0
46C_CHX,46C,CHX,BioRep1,13,15,0
46C_CHX,46C,CHX,BioRep1,13,16,0
46C_CHX,46C,CHX,BioRep1,13,17,0
46C_CHX,46C,CHX,BioRep1,13,18,0
46C_CHX,46C,CHX,BioRep1,13,19,0
46C_CHX,46C,CHX,BioRep1,13,20,0
46C_CHX,46C,CHX,BioRep1,13,21,0
46C_CHX,46C,CHX,BioRep1,13,22,0
46C_CHX,46C,CHX,BioRep1,13,23,0
46C_CHX,46C,CHX,BioRep1,13,24,0
46C_CHX,46C,CHX,BioRep1,13,25,0
46C_CHX,46C,CHX,BioRep1,13,26,0
46C_CHX,46C,CHX,BioRep1,13,27,0
46C_CHX,46C,CHX,BioRep1,14,1,0
46C_CHX,46C,CHX,BioRep1,14,2,0
46C_CHX,46C,CHX,BioRep1,14,3,0
46C_CHX,46C,CHX,BioRep1,14,4,0
46C_CHX,46C,CHX,BioRep1,14,5,0
46C_CHX,46C,CHX,BioRep1,14,6,0
46C_CHX,46C,CHX,BioRep1,14,7,0
46C_CHX,46C,CHX,BioRep1,14,8,0
46C_CHX,46C,CHX,BioRep1,14,9,0
46C_CHX,46C,CHX,BioRep1,14,10,0
46C_CHX,46C,CHX,BioRep1,14,11,0
46C_CHX,46C,CHX,BioRep1,14,12,0
46C_CHX,46C,CHX,BioRep1,14,13,0
46C_CHX,46C,CHX,BioRep1,14,14,0
46C_CHX,46C,CHX,BioRep1,14,15,0
46C_CHX,46C,CHX,BioRep1,14,16,0
46C_CHX,46C,CHX,BioRep1,14,17,0
46C_CHX,46C,CHX,BioRep1,14,18,0
46C_CHX,46C,CHX,BioRep1,14,19,0
46C_CHX,46C,CHX,BioRep1,14,20,0
46C_CHX,46C,CHX,BioRep1,14,21,0
46C_CHX,46C,CHX,BioRep1,14,22,0
46C_CHX,46C,CHX,BioRep1,14,23,0
46C_CHX,46C,CHX,BioRep1,14,24,0
46C_CHX,46C,CHX,BioRep1,15,1,0
46C_CHX,46C,CHX,BioRep1,15,2,0
46C_CHX,46C,CHX,BioRep1,15,3,0
46C_CHX,46C,CHX,BioRep1,15,4,0
46C_CHX,46C,CHX,BioRep1,15,5,0
46C_CHX,46C,CHX,BioRep1,15,6,3
46C_CHX,46C,CHX,BioRep1,15,7,0
46C_CHX,46C,CHX,BioRep1,15,8,0
46C_CHX,46C,CHX,BioRep1,15,9,0
46C_CHX,46C,CHX,BioRep1,15,10,0
46C_CHX,46C,CHX,BioRep1,15,11,0
46C_CHX,46C,CHX,BioRep1,15,12,8
46C_CHX,46C,CHX,BioRep1,15,13,0
46C_CHX,46C,CHX,BioRep1,15,14,2
46C_CHX,46C,CHX,BioRep1,15,15,0
46C_CHX,46C,CHX,BioRep1,16,1,0
46C_CHX,46C,CHX,BioRep1,16,2,0
46C_CHX,46C,CHX,BioRep1,16,3,0
46C_CHX,46C,CHX,BioRep1,16,4,0
46C_CHX,46C,CHX,BioRep1,16,5,0
46C_CHX,46C,CHX,BioRep1,16,6,0
46C_CHX,46C,CHX,BioRep1,16,7,0
46C_CHX,46C,CHX,BioRep1,16,8,0
46C_CHX,46C,CHX,BioRep1,16,9,0
46C_CHX,46C,CHX,BioRep1,16,10,0
46C_CHX,46C,CHX,BioRep1,16,11,0
46C_CHX,46C,CHX,BioRep1,16,12,0
46C_CHX,46C,CHX,BioRep1,16,13,0
46C_CHX,46C,CHX,BioRep1,16,14,0
46C_CHX,46C,CHX,BioRep1,16,15,0
46C_CHX,46C,CHX,BioRep1,16,16,0
46C_CHX,46C,CHX,BioRep1,16,17,0
46C_CHX,46C,CHX,BioRep1,16,18,0
46C_CHX,46C,CHX,BioRep1,16,19,0
46C_CHX,46C,CHX,BioRep1,16,20,0
46C_CHX,46C,CHX,BioRep1,16,21,0
46C_CHX,46C,CHX,BioRep1,16,22,0
46C_CHX,46C,CHX,BioRep1,16,23,0
46C_CHX,46C,CHX,BioRep1,16,24,0
46C_CHX,46C,CHX,BioRep1,17,1,0
46C_CHX,46C,CHX,BioRep1,17,2,0
46C_CHX,46C,CHX,BioRep1,17,3,0
46C_CHX,46C,CHX,BioRep1,17,4,0
46C_CHX,46C,CHX,BioRep1,17,5,0
46C_CHX,46C,CHX,BioRep1,17,6,0
46C_CHX,46C,CHX,BioRep1,17,7,0
46C_CHX,46C,CHX,BioRep1,17,8,0
46C_CHX,46C,CHX,BioRep1,17,9,0
46C_CHX,46C,CHX,BioRep1,17,10,1
46C_CHX,46C,CHX,BioRep1,17,11,0
46C_CHX,46C,CHX,BioRep1,17,12,0
46C_CHX,46C,CHX,BioRep1,17,13,0
46C_CHX,46C,CHX,BioRep1,17,14,0
46C_CHX,46C,CHX,BioRep1,17,15,1
46C_CHX,46C,CHX,BioRep1,17,16,1
46C_CHX,46C,CHX,BioRep1,17,17,0
46C_CHX,46C,CHX,BioRep1,17,18,1
46C_CHX,46C,CHX,BioRep1,18,1,0
46C_CHX,46C,CHX,BioRep1,18,2,0
46C_CHX,46C,CHX,BioRep1,18,3,0
46C_CHX,46C,CHX,BioRep1,18,4,0
46C_CHX,46C,CHX,BioRep1,18,5,0
46C_CHX,46C,CHX,BioRep1,18,6,0
46C_CHX,46C,CHX,BioRep1,18,7,0
46C_CHX,46C,CHX,BioRep1,18,8,0
46C_CHX,46C,CHX,BioRep1,18,9,0
46C_CHX,46C,CHX,BioRep1,18,10,0
46C_CHX,46C,CHX,BioRep1,18,11,0
46C_CHX,46C,CHX,BioRep1,18,12,0
46C_CHX,46C,CHX,BioRep1,18,13,0
46C_CHX,46C,CHX,BioRep1,18,14,0
46C_CHX,46C,CHX,BioRep1,18,15,0
46C_CHX,46C,CHX,BioRep1,18,16,0
46C_CHX,46C,CHX,BioRep1,18,17,0
46C_CHX,46C,CHX,BioRep1,18,18,0
46C_CHX,46C,CHX,BioRep1,18,19,0
46C_CHX,46C,CHX,BioRep1,18,20,0
46C_CHX,46C,CHX,BioRep1,18,21,0
46C_CHX,46C,CHX,BioRep1,18,22,0
46C_CHX,46C,CHX,BioRep1,18,23,0
46C_CHX,46C,CHX,BioRep1,18,24,0
46C_CHX,46C,CHX,BioRep1,18,25,0
46C_CHX,46C,CHX,BioRep1,18,26,0
46C_CHX,46C,CHX,BioRep1,18,27,0
46C_CHX,46C,CHX,BioRep1,19,1,1
46C_CHX,46C,CHX,BioRep1,19,2,2
46C_CHX,46C,CHX,BioRep1,19,3,4
46C_CHX,46C,CHX,BioRep1,19,4,0
46C_CHX,46C,CHX,BioRep1,19,5,0
46C_CHX,46C,CHX,BioRep1,19,6,0
46C_CHX,46C,CHX,BioRep1,19,7,0
46C_CHX,46C,CHX,BioRep1,19,8,2
46C_CHX,46C,CHX,BioRep1,19,9,0
46C_CHX,46C,CHX,BioRep1,19,10,0
46C_CHX,46C,CHX,BioRep1,19,11,0
46C_CHX,46C,CHX,BioRep1,19,12,2
46C_CHX,46C,CHX,BioRep1,19,13,0
46C_CHX,46C,CHX,BioRep1,19,14,3
46C_CHX,46C,CHX,BioRep1,20,1,0
46C_CHX,46C,CHX,BioRep1,20,2,0
46C_CHX,46C,CHX,BioRep1,20,3,0
46C_CHX,46C,CHX,BioRep1,20,4,0
46C_CHX,46C,CHX,BioRep1,20,5,0
46C_CHX,46C,CHX,BioRep1,20,6,0
46C_CHX,46C,CHX,BioRep1,20,7,0
46C_CHX,46C,CHX,BioRep1,20,8,0
46C_CHX,46C,CHX,BioRep1,20,9,0
46C_CHX,46C,CHX,BioRep1,20,10,0
46C_CHX,46C,CHX,BioRep1,20,11,0
46C_CHX,46C,CHX,BioRep1,20,12,0
46C_CHX,46C,CHX,BioRep1,20,13,0
46C_CHX,46C,CHX,BioRep1,20,14,0
46C_CHX,46C,CHX,BioRep1,20,15,0
46C_CHX,46C,CHX,BioRep1,20,16,0
46C_CHX,46C,CHX,BioRep1,20,17,0
46C_CHX,46C,CHX,BioRep1,20,18,0
46C_CHX,46C,CHX,BioRep1,20,19,0
46C_CHX,46C,CHX,BioRep1,20,20,0
46C_CHX,46C,CHX,BioRep1,20,21,0
46C_CHX,46C,CHX,BioRep1,20,22,0
46C_CHX,46C,CHX,BioRep1,20,23,0
46C_CHX,46C,CHX,BioRep1,20,24,0
46C_CHX,46C,CHX,BioRep1,20,25,0
46C_CHX,46C,CHX,BioRep1,21,1,0
46C_CHX,46C,CHX,BioRep1,21,2,0
46C_CHX,46C,CHX,BioRep1,21,3,0
46C_CHX,46C,CHX,BioRep1,21,4,0
46C_CHX,46C,CHX,BioRep1,21,5,0
46C_CHX,46C,CHX,BioRep1,21,6,0
46C_CHX,46C,CHX,BioRep1,21,7,0
46C_CHX,46C,CHX,BioRep1,21,8,0
46C_CHX,46C,CHX,BioRep1,21,9,0
46C_CHX,46C,CHX,BioRep1,21,10,0
46C_CHX,46C,CHX,BioRep1,21,11,0
46C_CHX,46C,CHX,BioRep1,21,12,0
46C_CHX,46C,CHX,BioRep1,21,13,0
46C_CHX,46C,CHX,BioRep1,21,14,0
46C_CHX,46C,CHX,BioRep1,21,15,0
46C_CHX,46C,CHX,BioRep1,21,16,0
46C_CHX,46C,CHX,BioRep1,21,17,0
46C_CHX,46C,CHX,BioRep1,21,18,0
46C_CHX,46C,CHX,BioRep1,21,19,0
46C_CHX,46C,CHX,BioRep1,21,20,0
46C_CHX,46C,CHX,BioRep1,21,21,0
46C_CHX,46C,CHX,BioRep1,21,22,0
46C_CHX,46C,CHX,BioRep1,21,23,0
46C_CHX,46C,CHX,BioRep1,21,24,0
46C_CHX,46C,CHX,BioRep1,21,25,0
46C_CHX,46C,CHX,BioRep1,21,26,0
46C_CHX,46C,CHX,BioRep1,21,27,0
46C_CHX,46C,CHX,BioRep1,21,28,0
46C_CHX,46C,CHX,BioRep1,21,29,0
46C_CHX,46C,CHX,BioRep1,21,30,0
46C_CHX,46C,CHX,BioRep1,21,31,0
42C_CHX,42C,CHX,BioRep1,1,1,0
42C_CHX,42C,CHX,BioRep1,1,2,0
42C_CHX,42C,CHX,BioRep1,1,3,0
42C_CHX,42C,CHX,BioRep1,1,4,0
42C_CHX,42C,CHX,BioRep1,1,5,0
42C_CHX,42C,CHX,BioRep1,1,6,0
42C_CHX,42C,CHX,BioRep1,1,7,0
42C_CHX,42C,CHX,BioRep1,1,8,0
42C_CHX,42C,CHX,BioRep1,1,9,0
42C_CHX,42C,CHX,BioRep1,1,10,0
42C_CHX,42C,CHX,BioRep1,1,11,0
42C_CHX,42C,CHX,BioRep1,1,12,0
42C_CHX,42C,CHX,BioRep1,1,13,0
42C_CHX,42C,CHX,BioRep1,1,14,0
42C_CHX,42C,CHX,BioRep1,1,15,0
42C_CHX,42C,CHX,BioRep1,1,16,0
42C_CHX,42C,CHX,BioRep1,2,1,0
42C_CHX,42C,CHX,BioRep1,2,2,0
42C_CHX,42C,CHX,BioRep1,2,3,0
42C_CHX,42C,CHX,BioRep1,2,4,0
42C_CHX,42C,CHX,BioRep1,2,5,0
42C_CHX,42C,CHX,BioRep1,2,6,0
42C_CHX,42C,CHX,BioRep1,2,7,0
42C_CHX,42C,CHX,BioRep1,2,8,0
42C_CHX,42C,CHX,BioRep1,2,9,0
42C_CHX,42C,CHX,BioRep1,2,10,0
42C_CHX,42C,CHX,BioRep1,2,11,0
42C_CHX,42C,CHX,BioRep1,2,12,0
42C_CHX,42C,CHX,BioRep1,2,13,0
42C_CHX,42C,CHX,BioRep1,2,14,0
42C_CHX,42C,CHX,BioRep1,2,15,0
42C_CHX,42C,CHX,BioRep1,2,16,0
42C_CHX,42C,CHX,BioRep1,3,1,0
42C_CHX,42C,CHX,BioRep1,3,2,0
42C_CHX,42C,CHX,BioRep1,3,3,0
42C_CHX,42C,CHX,BioRep1,3,4,0
42C_CHX,42C,CHX,BioRep1,3,5,0
42C_CHX,42C,CHX,BioRep1,3,6,0
42C_CHX,42C,CHX,BioRep1,3,7,0
42C_CHX,42C,CHX,BioRep1,3,8,0
42C_CHX,42C,CHX,BioRep1,3,9,0
42C_CHX,42C,CHX,BioRep1,3,10,0
42C_CHX,42C,CHX,BioRep1,3,11,0
42C_CHX,42C,CHX,BioRep1,3,12,0
42C_CHX,42C,CHX,BioRep1,3,13,0
42C_CHX,42C,CHX,BioRep1,3,14,0
42C_CHX,42C,CHX,BioRep1,3,15,0
42C_CHX,42C,CHX,BioRep1,3,16,0
42C_CHX,42C,CHX,BioRep1,4,1,0
42C_CHX,42C,CHX,BioRep1,4,2,0
42C_CHX,42C,CHX,BioRep1,4,3,0
42C_CHX,42C,CHX,BioRep1,4,4,0
42C_CHX,42C,CHX,BioRep1,4,5,0
42C_CHX,42C,CHX,BioRep1,4,6,0
42C_CHX,42C,CHX,BioRep1,4,7,0
42C_CHX,42C,CHX,BioRep1,4,8,0
42C_CHX,42C,CHX,BioRep1,4,9,0
42C_CHX,42C,CHX,BioRep1,4,10,0
42C_CHX,42C,CHX,BioRep1,4,11,0
42C_CHX,42C,CHX,BioRep1,4,12,0
42C_CHX,42C,CHX,BioRep1,4,13,0
42C_CHX,42C,CHX,BioRep1,4,14,0
42C_CHX,42C,CHX,BioRep1,4,15,0
42C_CHX,42C,CHX,BioRep1,4,16,0
42C_CHX,42C,CHX,BioRep1,4,17,0
42C_CHX,42C,CHX,BioRep1,4,18,0
42C_CHX,42C,CHX,BioRep1,4,19,0
42C_CHX,42C,CHX,BioRep1,4,20,0
42C_CHX,42C,CHX,BioRep1,5,1,0
42C_CHX,42C,CHX,BioRep1,5,2,0
